Vendor_ID,Vendor_Avg_Repair_Cost,axio_segment_number
01050058,,0
15921975,,0
10403764,,0
72913050,,0
78546513,,0
44752210,,0
84641669,,0
76935412,,0
20434724,,0
93980616,,0
77189019,,0
14913944,,0
58091955,,0
26549549,,0
87950462,,0
90143662,,0
11617947,,0
19787608,,0
15222494,,0
11705092,,0
17084963,,0
14600221,,0
26481301,,0
74340479,,0
17506002,,0
58555520,,0
25360779,,0
32038995,,0
38957655,,0
04059261,,0
29009670,,0
59709407,,0
83723576,,0
39562182,,0
40446958,,0
23364468,,0
33902186,,0
06856377,,0
20541599,,0
82589216,,0
73028962,,0
69000444,,0
51140259,,0
34970689,,0
23676659,,0
43044059,,0
01990997,,0
44088712,,0
07473816,,0
81699522,,0
56459408,,0
61231984,,0
26149955,,0
75444347,,0
89086135,,0
79565721,,0
84105883,,0
33733263,,0
57822243,,0
33682202,,0
22458438,,0
50536279,,0
02084965,,0
67649408,,0
55019955,,0
96122775,,0
93072290,,0
84393182,,0
76099742,,0
11774067,,0
47546056,,0
16503967,,0
48502996,,0
39035271,,0
23560536,,0
08495708,,0
87081651,,0
17448564,,0
42232592,,0
82226047,,0
50279717,,0
57396166,,0
70084047,,0
60577704,,0
26807765,,0
58412703,,0
91020690,,0
80644377,,0
69100681,,0
96423528,,0
93024056,,0
02694447,,0
82156938,,0
47793498,,0
11450539,,0
90702884,,0
93361026,,0
56425763,,0
60565143,,0
88547538,,0
32549933,,0
21328576,,0
24154681,,0
02411915,,0
62576016,,0
17268215,,0
42556091,,0
13586782,,0
89173637,,0
97511786,,0
47263133,,0
58465236,,0
83145056,,0
17428449,,0
44771174,,0
75427845,,0
90208635,,0
69568483,,0
58933907,,0
60502877,,0
91199984,,0
98813452,,0
60347056,,0
09691892,,0
00391735,,0
22686897,,0
15978287,,0
45793227,,0
82626209,,0
96352113,,0
24835956,,0
49907295,,0
93285949,,0
05279402,,0
88445937,,0
85926713,,0
69118181,,0
73669578,,0
80362504,,0
99711346,,0
22459247,,0
25622974,,0
39028466,,0
01639709,,0
99463163,,0
64846048,,0
75392890,,0
01642524,,0
63554645,,0
72279278,,0
34389607,,0
68936022,,0
24081846,,0
73734905,,0
81198433,,0
57843158,,0
79213108,,0
00914708,,0
26853243,,0
69846075,,0
37802352,,0
06480883,,0
78927025,,0
71711934,,0
11290268,,0
66610514,,0
24460323,,0
97372513,,0
33025234,,0
80782667,,0
19420221,,0
60851647,,0
71830780,,0
38859811,,0
81740563,,0
52132710,,0
34399795,,0
13244699,,0
08555426,,0
10400097,,0
73215314,,0
62502433,,0
70359629,,0
42176418,,0
06490535,,0
20816531,,0
51144074,,0
09481696,,0
79263942,,0
79706475,,0
03065986,,0
20290535,,0
31733446,,0
80211166,,0
02665843,,0
03853531,,0
76168359,,0
29336110,,0
66446770,,0
34010410,,0
43177576,,0
39415009,,0
14814661,,0
13211393,,0
99245264,,0
94665825,,0
67469497,,0
93130274,,0
93910587,,0
73381212,,0
89069010,,0
58338932,,0
48819398,,0
41381284,,0
18746435,,0
60760120,,0
69334671,,0
57564755,,0
52820172,,0
93590010,,0
73897741,,0
92798041,,0
67465021,,0
40497549,,0
82430591,,0
87484120,,0
49218253,,0
88110224,,0
67186486,,0
24562407,,0
84553851,,0
27903654,,0
79652466,,0
56769770,,0
37509152,,0
27065602,,0
16567898,,0
44835237,,0
19954816,,0
69427275,,0
94766419,,0
63599726,,0
61858699,,0
96933639,,0
14006806,,0
63251770,,0
27079762,,0
24445922,,0
21308304,,0
81387660,,0
74347691,,0
67019287,,0
97641730,,0
34950576,,0
37073432,,0
24916122,,0
53963836,,0
89972559,,0
08711454,,0
38383475,,0
92170670,,0
91153373,,0
19071758,,0
94476190,,0
62040321,,0
79950403,,0
75716813,,0
38125270,,0
70282060,,0
21982742,,0
23856141,,0
39642149,,0
13622386,,0
44978041,,0
61254591,,0
04527364,,0
86041740,,0
01589635,,0
57615920,,0
83305249,,0
96186965,,0
50307017,,0
65229780,,0
86483842,,0
54920332,,0
18032998,,0
74433397,,0
97000658,,0
45476302,,0
32779910,,0
85056820,,0
59149465,,0
71907576,,0
61391765,,0
98916413,,0
99123225,,0
94091700,,0
11170012,,0
09993313,,0
81581855,,0
73444288,,0
58630764,,0
42185732,,0
16537562,,0
14844059,,0
93698297,,0
51142297,,0
76855299,,0
12372267,,0
34059180,,0
85317471,,0
60840452,,0
57448295,,0
74302108,,0
92869662,,0
46961571,,0
66114324,,0
32758625,,0
09497793,,0
42544367,,0
24180430,,0
92375887,,0
60819579,,0
92669537,,0
25526521,,0
18899701,,0
26394349,,0
99083821,,0
18337717,,0
06133372,,0
56145226,,0
97204139,,0
63805387,,0
93630373,,0
95880734,,0
16848531,,0
42401347,,0
84806046,,0
74082996,,0
99405210,,0
82796739,,0
06976355,,0
72032575,,0
26147628,,0
69828908,,0
15942426,,0
97372119,,0
44677846,,0
26026304,,0
87997084,,0
18327034,,0
37652910,,0
98598623,,0
72289338,,0
13650607,,0
18387294,,0
62630612,,0
37514889,,0
90916460,,0
01597356,,0
88677564,,0
42786032,,0
83284427,,0
06197064,,0
92075856,,0
26034719,,0
60969424,,0
72923633,,0
77281923,,0
05537137,,0
06949467,,0
20073820,,0
74181244,,0
95497142,,0
49195611,,0
05342249,,0
11829755,,0
89132818,,0
22710082,,0
44182473,,0
46131390,,0
18218298,,0
04700769,,0
98956915,,0
71804237,,0
26651379,,0
64130128,,0
35134903,,0
02831376,,0
94007568,,0
76895374,,0
90751482,,0
09377568,,0
26421483,,0
13782444,,0
45747609,,0
66614318,,0
67244816,,0
24446333,,0
47856101,,0
35452081,,0
59451670,,0
19459641,,0
62741741,,0
86618118,,0
10727081,,0
18703747,,0
43928971,,0
23610474,,0
09360052,,0
58970500,,0
76176643,,0
56129490,,0
97695813,,0
48560570,,0
52565283,,0
40858435,,0
03243255,,0
95049126,,0
07109120,,0
89860336,,0
05726500,,0
18424098,,0
78991370,,0
85667609,,0
53951460,,0
61138422,,0
40922780,,0
38964834,,0
42661930,,0
84797515,,0
18449842,,0
09802392,,0
16418166,,0
24300974,,0
06913533,,0
22685337,,0
45419470,,0
58288303,,0
15605013,,0
33192218,,0
48666672,,0
22294972,,0
39850364,,0
01011153,,0
14255940,,0
96772156,,0
16458109,,0
29100722,,0
57817666,,0
77043146,,0
48052608,,0
52209821,,0
57932756,,0
50021098,,0
04326045,,0
24635129,,0
50029529,,0
19188631,,0
92783626,,0
96918122,,0
23522133,,0
40508002,,0
85840326,,0
31694758,,0
90400027,,0
39166127,,0
10541603,,0
83269521,,0
33290378,,0
78228770,,0
03938303,,0
43847577,,0
00592403,,0
89541455,,0
65983827,,0
07684273,,0
78728366,,0
04896543,,0
67224016,,0
88141285,,0
35286043,,0
94432817,,0
90165395,,0
94128312,,0
70181808,,0
32065571,,0
96798087,,0
10347155,,0
71934617,,0
82144701,,0
62689293,,0
32890866,,0
07757643,,0
06847363,,0
23469212,,0
21938434,,0
61654467,,0
59155196,,0
60352281,,0
12031457,,0
49809952,,0
66654200,,0
80640455,,0
20837397,,0
67485000,,0
07402648,,0
43808108,,0
47116537,,0
92616604,,0
23192858,,0
23606905,,0
21499701,,0
76250602,,0
44544471,,0
87421862,,0
28574221,,0
75649114,,0
17197853,,0
76089587,,0
41923659,,0
71134708,,0
82216359,,0
96429674,,0
69720033,,0
51801631,,0
29863191,,0
02388156,,0
90094709,,0
43763102,,0
04914839,,0
85078988,,0
51156641,,0
68292472,,0
69566182,,0
37613226,,0
62144113,,0
83435681,,0
94948139,,0
10383246,,0
79566633,,0
69845196,,0
78159136,,0
81555287,,0
20590828,,0
43891094,,0
64494453,,0
20399402,,0
21182136,,0
63221292,,0
00535632,,0
78131216,,0
35447121,,0
37452903,,0
81041242,,0
64207117,,0
36317831,,0
55171468,,0
52980249,,0
19224248,,0
64057237,,0
93169586,,0
47246881,,0
94706952,,0
23176979,,0
08897410,,0
28882278,,0
13672520,,0
80026936,,0
07566398,,0
78938071,,0
24733661,,0
18689789,,0
26258764,,0
50098279,,0
19372708,,0
21923616,,0
44813591,,0
49784390,,0
69149645,,0
22837806,,0
33806739,,0
54303098,,0
42440624,,0
84642722,,0
24372499,,0
26590140,,0
68231707,,0
96155596,,0
55721129,,0
47076855,,0
82626121,,0
61781268,,0
55744392,,0
03334478,,0
68662761,,0
05116537,,0
54485455,,0
48916913,,0
00011606,,0
00361370,,0
61719116,,0
38012871,,0
82271000,,0
26252165,,0
56631515,,0
36520165,,0
63997096,,0
18586688,,0
87671815,,0
21581130,,0
97044350,,0
90820384,,0
72262968,,0
15423464,,0
01742206,,0
83243434,,0
58712974,,0
79091348,,0
11557343,,0
58952037,,0
20122454,,0
73376754,,0
41601609,,0
56917676,,0
82873518,,0
62786904,,0
63137691,,0
85304348,,0
58595554,,0
43764033,,0
90167751,,0
97660808,,0
08641307,,0
54679474,,0
53674383,,0
77471305,,0
96761545,,0
26013420,,0
78340703,,0
91659812,,0
31859235,,0
17579961,,0
36292124,,0
84933242,,0
09730254,,0
80861089,,0
68603849,,0
06600490,,0
67698852,,0
96813115,,0
84637932,,0
18479982,,0
20095885,,0
87907410,,0
38704561,,0
12690338,,0
33147074,,0
38706432,,0
78955109,,0
76878632,,0
69644260,,0
59478051,,0
87377745,,0
21413267,,0
56275344,,0
53439728,,0
82775813,,0
65699717,,0
13649589,,0
02048590,,0
70396795,,0
03799774,,0
15931838,,0
87230639,,0
85194091,,0
39133975,,0
54842844,,0
73972273,,0
55964793,,0
43131250,,0
71700086,,0
70469647,,0
34485035,,0
92485106,,0
00622458,,0
75503211,,0
38785040,,0
25237621,,0
99864412,,0
03390895,,0
86462623,,0
17153399,,0
07012018,,0
73483935,,0
73236766,,0
77791038,,0
43727414,,0
54688922,,0
26490742,,0
23509562,,0
74241721,,0
69244051,,0
61119625,,0
37037018,,0
73759511,,0
35212649,,0
34986585,,0
36847913,,0
56675434,,0
77552069,,0
97464839,,0
86520507,,0
82400618,,0
00852956,,0
71801977,,0
94199634,,0
86022746,,0
15456886,,0
98405391,,0
70162250,,0
96719264,,0
76478693,,0
62035420,,0
69542836,,0
68048929,,0
47261567,,0
61569052,,0
30577552,,0
65512064,,0
54040136,,0
69371891,,0
87893831,,0
06806302,,0
93605064,,0
48295224,,0
82318034,,0
94956294,,0
79150847,,0
14828900,,0
68961528,,0
03572619,,0
54302236,,0
95285550,,0
27584804,,0
29055091,,0
94784775,,0
00019517,,0
23428650,,0
44301042,,0
44500035,,0
01309418,,0
53612598,,0
44970319,,0
42104859,,0
75692182,,0
49440891,,0
11984599,,0
66862043,,0
83061177,,0
02807353,,0
67375855,,0
29879480,,0
20078639,,0
33624304,,0
15585882,,0
21125236,,0
79646180,,0
53921173,,0
00916693,,0
16427940,,0
87353110,,0
47495670,,0
03489238,,0
24381835,,0
89740172,,0
12687595,,0
82971070,,0
69982442,,0
11008332,,0
09984844,,0
32849199,,0
98537124,,0
23379458,,0
34087307,,0
87786970,,0
58349147,,0
94573014,,0
97892827,,0
70450465,,0
44283753,,0
10168924,,0
85213498,,0
02520699,,0
46828282,,0
43584537,,0
13452465,,0
28338040,,0
16670697,,0
50109835,,0
56209259,,0
85110461,,0
68127143,,0
69488397,,0
62907421,,0
12271337,,0
78676132,,0
50695585,,0
57931827,,0
61370419,,0
89987515,,0
47136232,,0
34271789,,0
29006858,,0
86118836,,0
78561558,,0
97770436,,0
52727838,,0
43301818,,0
29149697,,0
76737336,,0
54583471,,0
83041195,,0
76579835,,0
80031704,,0
07205712,,0
85612633,,0
06960448,,0
30138931,,0
01620902,,0
78281633,,0
77895405,,0
02399508,,0
99857429,,0
56024350,,0
18521530,,0
62249162,,0
64179414,,0
85045576,,0
12119450,,0
94619308,,0
80400910,,0
00492651,,0
39445495,,0
67225356,,0
20208378,,0
92966260,,0
16198117,,0
61826257,,0
76243201,,0
40767919,,0
68623069,,0
00909358,,0
49647135,,0
61575621,,0
80228161,,0
51000277,,0
48140760,,0
07266948,,0
77878361,,0
99977325,,0
33024537,,0
14717836,,0
75425738,,0
48456343,,0
93222429,,0
00099628,,0
87911106,,0
00461149,,0
02509798,,0
49888997,,0
02336325,,0
50166873,,0
64444575,,0
76145776,,0
62073659,,0
55721614,,0
14351186,,0
52288075,,0
42731018,,0
67047724,,0
93601498,,0
19924629,,0
30578186,,0
28013520,,0
20917147,,0
89271707,,0
98955128,,0
95825270,,0
39791908,,0
70820682,,0
62201008,,0
61972161,,0
25067113,,0
56124928,,0
64673846,,0
24787589,,0
71376494,,0
95279585,,0
27181000,,0
23525314,,0
29796176,,0
27348193,,0
79587787,,0
65825524,,0
78652964,,0
82154151,,0
39069661,,0
77663063,,0
48528322,,0
70391416,,0
56357908,,0
17756835,,0
11261986,,0
56167818,,0
25128432,,0
60225772,,0
18569279,,0
06704383,,0
88372341,,0
07906703,,0
46696640,,0
77521486,,0
79289668,,0
56644586,,0
84499900,,0
31669755,,0
74593871,,0
59217836,,0
21448764,,0
64668514,,0
84083406,,0
52603152,,0
35583987,,0
19358529,,0
17452531,,0
63045736,,0
51730126,,0
95486534,,0
55718707,,0
20143888,,0
61578428,,0
87070212,,0
77628136,,0
01486371,,0
70944856,,0
49741376,,0
66954178,,0
01243449,,0
01662703,,0
58073163,,0
43200611,,0
36980589,,0
09396985,,0
29348859,,0
28094217,,0
39729955,,0
42804113,,0
33681306,,0
31827008,,0
50818919,,0
92320323,,0
78346270,,0
59122823,,0
56458558,,0
49650672,,0
36914028,,0
48648981,,0
76101334,,0
63344407,,0
37108273,,0
78675738,,0
20144993,,0
44001958,,0
86728318,,0
60022944,,0
99977679,,0
86397909,,0
78346401,,0
84742929,,0
62677601,,0
92964813,,0
17308448,,0
30170075,,0
53394811,,0
06915900,,0
88843303,,0
66142617,,0
52880169,,0
99789187,,0
61077340,,0
31088986,,0
85704683,,0
53512319,,0
35313435,,0
14745192,,0
98165295,,0
43669387,,0
17596110,,0
33181395,,0
49573440,,0
25573651,,0
11753872,,0
33956554,,0
17704444,,0
04417202,,0
07510270,,0
55358300,,0
92650580,,0
56961771,,0
62730354,,0
65764803,,0
82674183,,0
39377031,,0
34370282,,0
82353085,,0
19845064,,0
60563266,,0
03622906,,0
85646238,,0
61728400,,0
44818113,,0
27438305,,0
37786071,,0
21533174,,0
62323450,,0
42910716,,0
92035199,,0
81265518,,0
53578845,,0
19018345,,0
76741643,,0
15891163,,0
08987063,,0
17507260,,0
17450227,,0
37765408,,0
08958592,,0
63757480,,0
71555016,,0
25635476,,0
78731145,,0
46246076,,0
51762176,,0
60714643,,0
71977879,,0
64263401,,0
28588231,,0
22302527,,0
75462868,,0
18147413,,0
90834698,,0
87484725,,0
96301942,,0
73245259,,0
22123035,,0
81048827,,0
23387101,,0
60074241,,0
10972514,,0
60713297,,0
08877578,,0
53063517,,0
49489707,,0
42068402,,0
45914763,,0
80251354,,0
64415803,,0
02096825,,0
96585192,,0
26270561,,0
73134955,,0
30006958,,0
56107469,,0
40154323,,0
28517273,,0
10765245,,0
92652384,,0
87348234,,0
79119108,,0
73547515,,0
41400252,,0
35281913,,0
03164962,,0
41920557,,0
92804279,,0
77973749,,0
83984348,,0
63070721,,0
43088445,,0
60628772,,0
30512085,,0
95347723,,0
33714608,,0
52083937,,0
30706242,,0
44411717,,0
83141996,,0
28353763,,0
22499230,,0
11055530,,0
31449762,,0
42249233,,0
21914881,,0
92225458,,0
25009647,,0
60784861,,0
11198509,,0
11963080,,0
17828845,,0
67493687,,0
71632377,,0
77301096,,0
53591764,,0
90979230,,0
46334482,,0
59265891,,0
33500323,,0
89416289,,0
00161094,,0
99182768,,0
29118705,,0
68908368,,0
97481189,,0
38749406,,0
93011130,,0
09966029,,0
13822272,,0
09155847,,0
70896093,,0
13317998,,0
56368184,,0
96638732,,0
57032864,,0
66161354,,0
26079805,,0
25595871,,0
75954832,,0
12934586,,0
09081395,,0
91762990,,0
89357833,,0
34716414,,0
56891227,,0
42408531,,0
74835094,,0
19109223,,0
67064608,,0
31103319,,0
32890335,,0
35217021,,0
59761289,,0
29612102,,0
09459252,,0
74909223,,0
00002618,,0
40282598,,0
47521533,,0
49347762,,0
41916204,,0
54217494,,0
89310328,,0
33020237,,0
71865578,,0
40006467,,0
84876793,,0
48727826,,0
67746612,,0
61180770,,0
50683525,,0
11521038,,0
42644414,,0
10526913,,0
70641598,,0
36041191,,0
27700016,,0
17162902,,0
67314866,,0
89476056,,0
20128254,,0
31705043,,0
91192075,,0
37877849,,0
29578521,,0
95554842,,0
89932146,,0
04060699,,0
87295499,,0
63844227,,0
47227373,,0
29703843,,0
45438082,,0
41827835,,0
31606433,,0
45507053,,0
14369134,,0
29493554,,0
84946536,,0
97596851,,0
52930439,,0
56802147,,0
77028826,,0
33162967,,0
27191294,,0
19803294,,0
39820711,,0
56045873,,0
17622051,,0
27149813,,0
17261426,,0
08312137,,0
66269775,,0
39548867,,0
70206276,,0
74639105,,0
86948294,,0
24522230,,0
61861014,,0
12602154,,0
20202059,,0
49569866,,0
47737817,,0
25062046,,0
12636907,,0
89337968,,0
66838021,,0
35020985,,0
64758216,,0
43753012,,0
12165546,,0
06305791,,0
86201893,,0
58158530,,0
66764053,,0
55942042,,0
31701241,,0
80248228,,0
94658902,,0
23136941,,0
95305915,,0
03148994,,0
33441624,,0
35936773,,0
97894738,,0
92468616,,0
39418881,,0
65870410,,0
19747630,,0
28518096,,0
31405496,,0
26031467,,0
89296875,,0
59638980,,0
63119631,,0
69149092,,0
67942809,,0
32752090,,0
95692151,,0
58407665,,0
76466938,,0
17589918,,0
17856569,,0
00352014,,0
62524823,,0
82297224,,0
16834806,,0
57039662,,0
73748595,,0
23686809,,0
81855294,,0
35303508,,0
31585146,,0
38427714,,0
07192039,,0
90293081,,0
36441696,,0
95989950,,0
54482470,,0
01411136,,0
68368266,,0
83299623,,0
63393470,,0
52811705,,0
40904842,,0
93423900,,0
23574941,,0
86454616,,0
22015258,,0
91072717,,0
37048119,,0
31091058,,0
72231131,,0
63916887,,0
05636601,,0
01130116,,0
49902553,,0
51190075,,0
63290019,,0
24511362,,0
00846422,,0
02291293,,0
74255385,,0
42464720,,0
89875297,,0
24393173,,0
07302682,,0
50818336,,0
76057226,,0
68561063,,0
36951288,,0
94126122,,0
25080981,,0
13626664,,0
52657568,,0
54870231,,0
90877929,,0
16819417,,0
18680961,,0
97967305,,0
50760944,,0
85165271,,0
63448746,,0
53474498,,0
17490206,,0
25737719,,0
77350826,,0
46821664,,0
22085749,,0
37052776,,0
94418241,,0
48321242,,0
03491417,,0
89903220,,0
10004396,,0
02834749,,0
18783809,,0
20167936,,0
17514522,,0
88587752,,0
63788952,,0
13758205,,0
36293963,,0
09329843,,0
45931235,,0
53128671,,0
47815291,,0
43334506,,0
86198491,,0
34583815,,0
44344640,,0
40557072,,0
16626180,,0
46532604,,0
09569695,,0
92594153,,0
58282975,,0
